total_sessions,product_views,add_to_cart,checkout,purchases,view_to_cart_pct,cart_to_checkout_pct,checkout_to_purchase_pct,overall_conversion_pct
74263,10969,4794,2161,1074,43.7,45.1,49.7,9.79
